9gag.com,Entertainment,http://9gag.com/gag/a331r3N,Independent,Short,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
9gag.com,Entertainment,http://9gag.com/gag/a5PXNbG,Independent,Medium,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
9gag.com,Entertainment,http://9gag.com/gag/a6yEpR9?ref=fsidebar,Independent,Medium,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
9gag.com,Entertainment,http://9gag.com/gag/aD3DjnG,Independent,Medium,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
9gag.com,Entertainment,http://9gag.com/gag/aNZwn4A,Independent,Short,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
allrecipes.com,Food & Drink,http://allrecipes.com/Recipe/Aussie-Chicken/Detail.aspx?soid=recs_recipe_2,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
allrecipes.com,Food & Drink,http://allrecipes.com/Recipe/Butter-Roasted-Cauliflower/Detail.aspx?soid=recs_recipe_3,Independent,Medium,High,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
allrecipes.com,Food & Drink,http://allrecipes.com/recipe/guinean-peanut-sauce-with-butternut-squash/detail.aspx,Independent,Long,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
allrecipes.com,Food & Drink,http://allrecipes.com/recipe/honey-mustard-chicken-with-roasted-vegetables/detail.aspx,Independent,Long,High,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
allrecipes.com,Food & Drink,http://allrecipes.com/Recipe/Spinach-Lasagna-III/Detail.aspx?soid=recs_recipe_6,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
alibaba.com,Business & Profession,http://ask.alibaba.com/Q/5000079023.html?tracelog=ask_forum_popular_sep_q4,Independent,Medium,Medium,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
alibaba.com,Business & Profession,http://ask.alibaba.com/Q/5000104003.html?tracelog=ask_forum_popular_sep_q5,Independent,Medium,Medium,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
alibaba.com,Business & Profession,http://ask.alibaba.com/Q/5000108011.html?tracelog=ask_forum_popular_sep_q1,Independent,Medium,High,Low,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
finance.yahoo.com,Finance & Insurance,http://finance.yahoo.com/news/bank-of-america-stress-test-lapse--no-big-deal---cardiff-garcia-162016698.html,Independent,Medium,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
finance.yahoo.com,Finance & Insurance,http://finance.yahoo.com/news/china-142313872.html,Independent,Medium,High,High,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
finance.yahoo.com,Finance & Insurance,http://finance.yahoo.com/news/fake-irs-agents-target-more-141904694.html,Independent,Medium,High,High,High,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
finance.yahoo.com,Finance & Insurance,http://finance.yahoo.com/news/federal-debt-become-big-issue-093000703.html,Soft,Medium,High,High,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
finance.yahoo.com,Finance & Insurance,http://finance.yahoo.com/news/us-stocks-gain-dollar-rally-174503327.html,Hard,Short,High,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
gardenweb.com,Home & Garden,http://forums.gardenweb.com/discussions/2808250/raised-bed-set-up-issues,Independent,Short,Low,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
gardenweb.com,Home & Garden,http://forums.gardenweb.com/discussions/2826570/are-all-poppy-flowers-illegal-used-for-drugs,Independent,Medium,High,Low,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
gardenweb.com,Home & Garden,http://forums.gardenweb.com/discussions/2837547/houzz-where-is-gardening-australia,Independent,Medium,Medium,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
gardenweb.com,Home & Garden,http://forums2.gardenweb.com/discussions/2908611/is-this-a-good-meter-for-testing-soil-ph-esp-for-blueberries-etc,Independent,Medium,High,Low,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
twitch.tv,Games,http://help.twitch.tv/customer/portal/questions/11473638-can-t-pay-with-paypal,Independent,Medium,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
twitch.tv,Games,http://help.twitch.tv/customer/portal/questions/11501706-unbanning-a-viewer,Independent,Medium,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
twitch.tv,Games,http://help.twitch.tv/customer/portal/questions/11505286-problem-with-streaming-from-an-ps4,Independent,Medium,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
twitch.tv,Games,http://help.twitch.tv/customer/portal/questions/11510041-stream-won-t-load-stuck-on-loading-video-,Independent,Short,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
twitch.tv,Games,http://help.twitch.tv/customer/portal/questions/11512991-how-to-get-more-viewers-on-twitch-,Independent,Medium,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
news.yahoo.com,Factual Knowledge & News,http://news.yahoo.com/britain-warns-russian-danger-baltic-states-reports-035343319.html,Independent,Medium,High,High,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,No,,e333vqv0jsindzouhjkxxnoq7xvkvspb
news.yahoo.com,Factual Knowledge & News,http://news.yahoo.com/warship-inspired-african-queen-still-going-100-083304639.html,Independent,Medium,High,High,High,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,No,,e333vqv0jsindzouhjkxxnoq7xvkvspb
alibaba.com,Business & Profession,http://resources.alibaba.com/topic/801288943/New_season_sourcing_for_100_Halal_Food_has_started.htm,Hard,Short,High,Low,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
alibaba.com,Business & Profession,http://resources.alibaba.com/topic/801292714/Sourcing_Extravaganza_with_Indian_Gold_Suppliers.htm,Independent,Medium,High,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
sports.yahoo.com,Sports,http://sports.yahoo.com/news/game-mercedes-vettel-finds-mojo-ahead-shanghai-f1-044459029.html,Independent,Medium,Low,High,High,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
sports.yahoo.com,Sports,http://sports.yahoo.com/news/hingis-set-fed-cup-return-17-absence-180542330--oly.html,Independent,Medium,Low,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
sports.yahoo.com,Sports,http://sports.yahoo.com/news/nbcs-bob-costas-smart-plan-182735905.html,Independent,Medium,Medium,High,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
sports.yahoo.com,Sports,http://sports.yahoo.com/news/tipsarevic-outlasts-clezar-us-clay-court-championships-021656760--ten.html,Independent,Long,Low,Low,High,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
sports.yahoo.com,Sports,http://sports.yahoo.com/news/uconn-vs-notre-dame-rivalry-brings-attention-sport-191005872--ncaaw.html,Independent,Medium,Medium,Low,Low,Fee Based,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
stackoverflow.com,Society,http://stackoverflow.com/questions/12243011/django-reversion-does-not-save-revisions-made-in-shell?rq=1,Independent,Medium,Low,Low,Low,Fee Based,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
stackoverflow.com,Society,http://stackoverflow.com/questions/19308447/django-reversion-and-related-model,Independent,Medium,Low,Low,Low,Fee Based,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
stackoverflow.com,Society,http://stackoverflow.com/questions/2907245/yield-and-default-case-do-not-output-default-case,Independent,Medium,Medium,Low,Low,Fee Based,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
stackoverflow.com,Society,http://stackoverflow.com/questions/4301249/how-to-change-the-default-path-of-view-files-in-a-rails-3-controller?rq=1,Independent,Medium,Low,Low,Low,Fee Based,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
stackoverflow.com,Society,http://stackoverflow.com/questions/7512486/ruby-on-rails-yielding-specific-views-in-a-specific-places-in-the-layout?rq=1,Independent,Medium,Low,Low,Low,Fee Based,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
gardenweb.com,Home & Garden,http://ths.gardenweb.com/discussions/2908808/sconces-vs-pendants-over-kitchen-sink,Independent,Medium,Low,High,Low,Fee Based,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,e333vqv0jsindzouhjkxxnoq7xvkvspb
ebay.com,Lifestyles,http://www.ebay.com/itm/American-Hunter-/111618097667?pt=LH_DefaultDomain_0&hash=item19fcf50203,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
ebay.com,Lifestyles,http://www.ebay.com/itm/Archery-Russian-Wild-Boar-Hunting-Video-DVD-/261814758585?pt=LH_DefaultDomain_0&hash=item3cf5602cb9,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
ebay.com,Lifestyles,http://www.ebay.com/itm/DRURY-OUTDOORS-WALK-THE-WALK-VHS-TAPE-BRAND-NEW-/251841096286?pt=LH_DefaultDomain_0&hash=item3aa2e62a5e,Independent,Medium,High,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
ebay.com,Lifestyles,http://www.ebay.com/itm/Retriever-Fever-Retriever-Training-Gun-Dog-Hunting-DVD-2003-/301565603414?pt=LH_DefaultDomain_0&hash=item4636b5ee56,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
ebay.com,Lifestyles,http://www.ebay.com/itm/Vintage-Silver-Platter-Georgian-/331501669185?pt=LH_DefaultDomain_0&hash=item4d2f0a0b41,Independent,Medium,High,Low,High,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
Ford.com,Automotive,http://www.fordforums.com/f541/front-brake-drag-mk2-cortina-181279/,Independent,Short,High,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
Ford.com,Automotive,http://www.fordforums.com/f541/largest-rim-tyre-will-fit-cortina-mk3-180414/,Independent,Short,High,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
Ford.com,Automotive,http://www.fordforums.com/f541/steering-column-play-171934/,Independent,Medium,Low,Low,Low,Fee Based,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
Ford.com,Automotive,http://www.fordforums.com/f554/help-need-part-bad-158506/,Independent,Medium,Low,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
Ford.com,Automotive,http://www.fordforums.com/f554/ignition-problem-no-spark-159627/,Independent,Medium,Low,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
funtrivia.com,Trivia,http://www.funtrivia.com/askft/Question139748.html,Hard,Long,High,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
funtrivia.com,Trivia,http://www.funtrivia.com/askft/Question139749.html,Independent,Long,High,Low,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
funtrivia.com,Trivia,http://www.funtrivia.com/askft/Question139754.html,Independent,Medium,High,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
funtrivia.com,Trivia,http://www.funtrivia.com/bb.cfm?action=details&qnid=28580&boardid=1000000,Independent,Medium,High,Low,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
funtrivia.com,Trivia,http://www.funtrivia.com/bb.cfm?action=details&qnid=28740&boardid=1000000,Independent,Medium,High,Low,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
nia.nih.gov,Health,http://www.nia.nih.gov/health/faq/can-i-get-expedited-delivery-my-publications,Independent,Medium,High,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
nia.nih.gov,Health,http://www.nia.nih.gov/health/faq/how-can-i-find-local-caregiving-resources-and-services-seniors,Independent,Medium,High,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
nia.nih.gov,Health,http://www.nia.nih.gov/health/faq/how-can-i-learn-more-about-clinical-trials,Independent,Medium,Low,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
nia.nih.gov,Health,http://www.nia.nih.gov/health/faq/how-can-i-make-donation-nia-or-alzheimers-research,Independent,Medium,Low,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
nia.nih.gov,Health,http://www.nia.nih.gov/health/faq/there-order-limit-publications,Independent,Medium,Low,Low,Low,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
realtor.com,Real Estate,http://www.realtor.com/advice/can-buy-reo-with-va-loan/,Independent,Medium,High,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
realtor.com,Real Estate,http://www.realtor.com/advice/can-evict-problem-tenant/,Independent,Medium,High,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
realtor.com,Real Estate,http://www.realtor.com/advice/find-owns-property-neighborhood-anywhere/,Independent,Medium,High,High,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
realtor.com,Real Estate,http://www.realtor.com/advice/landlord-breaking-law/,Independent,Medium,High,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
realtor.com,Real Estate,http://www.realtor.com/advice/should-you-bring-kids-to-open-house/,Independent,Medium,Low,Low,Low,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
scu.edu.com,Ethics & Philosophy,http://www.scu.edu/r/ethics-center/ethicsblog/all-about-ethics/21584/How-Universities-Contribute-to-Greenhouse-Gas-Emissions,Independent,Medium,High,Low,Low,Free,Yes,,Yes,,,Yes,Yes,Yes,No,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
scu.edu.com,Ethics & Philosophy,http://www.scu.edu/r/ethics-center/ethicsblog/all-about-ethics/21694/A-Universal-Internet,Independent,Medium,Low,Low,Low,Free,Yes,,Yes,,,Yes,Yes,Yes,No,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
scu.edu.com,Ethics & Philosophy,http://www.scu.edu/r/ethics-center/ethicsblog/all-about-ethics/21707/Internet-Shaming,Independent,Long,Low,Low,High,Free,Yes,,Yes,,,Yes,Yes,Yes,No,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
scu.edu.com,Ethics & Philosophy,http://www.scu.edu/r/ethics-center/ethicsblog/all-about-ethics/21735/Ferguson-Protests,Independent,Long,High,Low,Low,Free,Yes,,Yes,,,Yes,Yes,Yes,No,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
scu.edu.com,Ethics & Philosophy,http://www.scu.edu/r/ethics-center/ethicsblog/all-about-ethics/21757/Is-There-a-Right-to-Be-Forgotten-,Independent,Medium,High,Low,Low,Free,Yes,,Yes,,,Yes,Yes,Yes,No,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
summitpost.org,Recreation,http://www.summitpost.org/adolfo-calle/155138,Independent,Long,High,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
summitpost.org,Recreation,http://www.summitpost.org/baltistan-the-land-of-highest-peaks-on-earth/422855,Independent,Long,High,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
summitpost.org,Recreation,http://www.summitpost.org/bandelier-national-monument/444038,Independent,Long,High,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
summitpost.org,Recreation,http://www.summitpost.org/exploring-the-mystery-of-summit-ladybugs/723486,Independent,Long,High,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
summitpost.org,Recreation,http://www.summitpost.org/you-must-come-with-me/701928,Independent,Medium,Medium,High,High,Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,,e333vqv0jsindzouhjkxxnoq7xvkvspb
thinkgeek.com,Technology,http://www.thinkgeek.com/electronics-gadgets/ipad-tablet/,Independent,Medium,High,Low,High,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
thinkgeek.com,Technology,http://www.thinkgeek.com/product/2169/,Independent,Medium,Medium,Low,High,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
thinkgeek.com,Technology,http://www.thinkgeek.com/product/htjn/?pfm=electronics-gadgets_featured_htjn_3,Independent,Medium,High,Low,High,Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
thinkgeek.com,Technology,http://www.thinkgeek.com/product/htrj/,Independent,Medium,High,Low,Low,Partially Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
thinkgeek.com,Technology,http://www.thinkgeek.com/product/hukl/?pfm=electronics-gadgets_newest_hukl_8,Independent,Medium,High,Low,Low,Partially Free,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
tripadvisor.com,Travel,http://www.tripadvisor.com/ShowTopic-g297625-i10473-k8176020-Srinagar_Leh_Taxi-Leh_Ladakh_Jammu_and_Kashmir.html,Hard,Short,Low,High,Low,Partially Free,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,e333vqv0jsindzouhjkxxnoq7xvkvspb
